,odpts
0,POINT (-85.3989251565282 40.25286727874066)
1,POINT (-85.24503431089481 40.28999702050337)
2,POINT (-85.43593533770233 40.077399908443674)
0,POINT (-85.2644617483785 40.18053312989067)
1,POINT (-85.47016343847469 40.24018897065127)
2,POINT (-85.53158352063912 40.09634805877566)
3,POINT (-85.54839318756424 40.25391645298693)
0,POINT (-85.52426859918995 40.27701398902406)
0,POINT (-85.51217670775202 40.2315214098708)
1,POINT (-85.22218676207767 40.17434899205452)
2,POINT (-85.55672498549312 40.07923192404445)
0,POINT (-85.49211186890192 40.31477788254836)
1,POINT (-85.33642628498244 40.358516024154184)
0,POINT (-85.3623928966526 40.36080980663143)
1,POINT (-85.24433463597701 40.12306501067067)
0,POINT (-85.49059508872762 40.15979797220757)
1,POINT (-85.4837359747767 40.17463528585597)
0,POINT (-85.36279686115793 40.20305341885585)
0,POINT (-85.35357006104688 40.084547168383175)
1,POINT (-85.27280803980274 40.213705533652075)
2,POINT (-85.56031567908981 40.18987204033757)
3,POINT (-85.54709430269432 40.12083163095359)
0,POINT (-85.28606901581499 40.21851681355006)
0,POINT (-85.36898550263315 40.08218710815535)
1,POINT (-85.35037978350513 40.29800355558197)
2,POINT (-85.30755668195962 40.16870611836574)
0,POINT (-85.2185207664946 40.26842978399006)
1,POINT (-85.53862819446293 40.11830101282262)
2,POINT (-85.2509700992525 40.092816319695075)
0,POINT (-85.37335534182839 40.33929845997497)
1,POINT (-85.37182977460425 40.31308189576825)
0,POINT (-85.49832528554658 40.25826182178827)
1,POINT (-85.28099152585456 40.27907975943018)
2,POINT (-85.44951379406949 40.340047233851344)
0,POINT (-85.26481329516803 40.27810980902173)
1,POINT (-85.39097832506765 40.36886151646486)
2,POINT (-85.37202686102513 40.34964086406551)
0,POINT (-85.309975787097 40.3419009438809)
1,POINT (-85.36680267360805 40.25295938168186)
2,POINT (-85.42201740518364 40.29359162331963)
3,POINT (-85.30817334456262 40.32220004601988)
0,POINT (-85.23029921438004 40.35663691111985)
1,POINT (-85.38791821644574 40.09118629705547)
2,POINT (-85.26590225974067 40.30834703321187)
0,POINT (-85.42941928585049 40.10605444114407)
1,POINT (-85.28387222435559 40.34959040144711)
2,POINT (-85.36176163957903 40.102208050798446)
0,POINT (-85.46081837611499 40.33721195631313)
1,POINT (-85.26518144038107 40.28569067201381)
0,POINT (-85.38335792347253 40.15992636178042)
1,POINT (-85.49637250684701 40.13701144992771)
0,POINT (-85.3746096816563 40.1766384281058)
1,POINT (-85.31559101406256 40.24578796271247)
2,POINT (-85.55537332100688 40.172193144361586)
3,POINT (-85.47382315454512 40.268391405863646)
0,POINT (-85.29010207068661 40.123331259241475)
1,POINT (-85.37641593386668 40.30196948905811)
2,POINT (-85.43568631077818 40.08130401796167)
0,POINT (-85.38569589082502 40.14149077236864)
0,POINT (-85.49821663766123 40.277719939020095)
1,POINT (-85.53146648735179 40.32937284947671)
2,POINT (-85.29057719005087 40.21313963359647)
0,POINT (-85.55702806981301 40.28857290194498)
1,POINT (-85.4427678709373 40.24220662060228)
0,POINT (-85.51319142721151 40.2374341760777)
1,POINT (-85.31576432596425 40.26846486010987)
2,POINT (-85.5074532380508 40.205994526552495)
0,POINT (-85.224026760505 40.292359747994)
1,POINT (-85.51722892586817 40.16837956377183)
2,POINT (-85.51061440430567 40.177782525716275)
3,POINT (-85.47818176255146 40.3521144331985)
0,POINT (-85.51983427508509 40.21037050263219)
0,POINT (-85.55530369186053 40.37585437539387)
1,POINT (-85.48557723928529 40.17895591123129)
2,POINT (-85.36217203746511 40.25366635297522)
0,POINT (-85.40473315209316 40.09391048799998)
1,POINT (-85.25849704239323 40.28168830275215)
0,POINT (-85.3003729676982 40.37043312762758)
0,POINT (-85.49697633345218 40.11007407561803)
1,POINT (-85.29547188218382 40.36529231740962)
2,POINT (-85.29604339494648 40.22425873260185)
3,POINT (-85.31893359651328 40.175092823011326)
0,POINT (-85.35022543510733 40.09630864896537)
0,POINT (-85.46426641639351 40.338809498205976)
1,POINT (-85.52464185162317 40.0880661081096)
2,POINT (-85.24750411406923 40.240118431661735)
3,POINT (-85.37463892464484 40.23633314943821)
0,POINT (-85.21891823886385 40.14096862668881)
1,POINT (-85.46711582703247 40.15437137558062)
0,POINT (-85.31367153161257 40.30853469319087)
1,POINT (-85.49746100032849 40.09304237180018)
0,POINT (-85.45950644531524 40.28437170492249)
1,POINT (-85.39424570607332 40.1141084455701)
2,POINT (-85.46280353252062 40.121907575975555)
3,POINT (-85.32544068738511 40.36674293423855)
0,POINT (-85.57145771681397 40.14525633849563)
1,POINT (-85.53424395585873 40.25882325319857)
2,POINT (-85.42112490682351 40.108316606236244)
3,POINT (-85.24483170447705 40.30252500622753)
0,POINT (-85.31447246964626 40.08228289042713)
1,POINT (-85.26076352706282 40.09946672938457)
2,POINT (-85.37756193427307 40.27300755373573)
0,POINT (-85.29421572214707 40.34428163594161)
1,POINT (-85.26227616635559 40.19433281647339)
2,POINT (-85.55017317035515 40.23905630940413)
3,POINT (-85.23514346662033 40.26959107757779)
0,POINT (-85.47474694521291 40.36084223994987)
1,POINT (-85.39987041740815 40.20144346413186)
2,POINT (-85.22652329417203 40.17384349684877)
0,POINT (-85.28552408423695 40.253924951006134)
1,POINT (-85.24786968586803 40.196428361764426)
2,POINT (-85.41337534475832 40.33415695592776)
0,POINT (-85.3227013743009 40.090334747431505)
1,POINT (-85.46958383078254 40.2341171458243)
0,POINT (-85.43401096689388 40.09952150861844)
1,POINT (-85.4333216571997 40.121129838891456)
2,POINT (-85.39963797409719 40.33675465354794)
0,POINT (-85.40575666181671 40.195957900324515)
1,POINT (-85.50334129275633 40.23740767112518)
0,POINT (-85.47686093137222 40.09430080666666)
1,POINT (-85.53809154383167 40.30531185555406)
0,POINT (-85.46013573210206 40.193956358584764)
0,POINT (-85.3548654898445 40.12449970106846)
1,POINT (-85.4382574403988 40.3288958539568)
0,POINT (-85.34438122175042 40.115184263701146)
1,POINT (-85.26445322176869 40.127549606121164)
2,POINT (-85.33703709546543 40.29941402366315)
0,POINT (-85.23189417794732 40.295482314640964)
1,POINT (-85.38467110270187 40.186628914619924)
2,POINT (-85.42363566573789 40.19520358440346)
3,POINT (-85.45338831248115 40.17743322050861)
0,POINT (-85.45064817023015 40.25942535443415)
0,POINT (-85.5262433379501 40.19814570228012)
1,POINT (-85.32057039259386 40.328344666149704)
0,POINT (-85.46016854187155 40.09900796328738)
1,POINT (-85.39089050295121 40.175296460691406)
2,POINT (-85.29728715931493 40.188306427000185)
0,POINT (-85.43143440712731 40.36301742323762)
1,POINT (-85.27937925335064 40.098565233788484)
2,POINT (-85.24776762206919 40.299198034750255)
0,POINT (-85.51248791833531 40.21289158978587)
1,POINT (-85.3214237085478 40.10318281637666)
2,POINT (-85.5440796290185 40.145532969627695)
3,POINT (-85.52095661203869 40.1544953257146)
0,POINT (-85.42304495590912 40.29606056699357)
1,POINT (-85.40617065350507 40.28582432653174)
2,POINT (-85.31318474773708 40.22218534538916)
0,POINT (-85.49775056239145 40.336990602772765)
0,POINT (-85.39683161912775 40.375663449986334)
1,POINT (-85.56237742456744 40.22201847647438)
2,POINT (-85.3620189286799 40.20453082058212)
3,POINT (-85.33619718581771 40.15819046999647)
0,POINT (-85.52774066770469 40.36389090633911)
0,POINT (-85.29276390415714 40.22191717018611)
1,POINT (-85.46040397247415 40.2255717894893)
0,POINT (-85.44784176340588 40.179403447639686)
0,POINT (-85.39065449822728 40.37293056596317)
1,POINT (-85.57512780401915 40.085536039066646)
2,POINT (-85.2462312423898 40.33304598005831)
3,POINT (-85.36425995717808 40.26523241807216)
0,POINT (-85.2885922791655 40.295080870348905)
1,POINT (-85.33603920859488 40.329640549983615)
2,POINT (-85.27573286519912 40.26391670089051)
0,POINT (-85.23738764129294 40.1581061618265)
1,POINT (-85.28321422471099 40.25397145705331)
2,POINT (-85.26946892291821 40.17529888626979)
3,POINT (-85.56884481990858 40.250091577404625)
0,POINT (-85.44130577143217 40.283154568591115)
0,POINT (-85.51704458209352 40.30454043681807)
1,POINT (-85.3457693893578 40.20786691498959)
2,POINT (-85.2308964845265 40.15194109981471)
0,POINT (-85.4696084269465 40.327319232122655)
1,POINT (-85.41701413237196 40.27326791300635)
2,POINT (-85.23245325552318 40.215832519180104)
3,POINT (-85.49439656359746 40.24788015126675)
0,POINT (-85.5688199434564 40.31087340554284)
0,POINT (-86.84810773520218 38.49888317858364)
0,POINT (-86.92103590787261 38.254140035902395)
0,POINT (-85.90109002882922 41.551345196108684)
1,POINT (-85.71726344876467 41.56424017105915)
2,POINT (-86.01877056458936 41.64746602094997)
3,POINT (-85.88564470162456 41.594330184562125)
0,POINT (-85.99085145040522 41.48736930897838)
1,POINT (-85.92379138462839 41.51864112859327)
2,POINT (-85.86027472857955 41.75330029302396)
3,POINT (-85.83689976421925 41.61478142932375)
0,POINT (-85.96197819731461 41.65523767160519)
1,POINT (-86.04368859005493 41.683662481382775)
2,POINT (-85.7731743704126 41.46136596891306)
3,POINT (-85.66845260820776 41.65762389795375)
0,POINT (-85.88357300870489 41.59980317057199)
0,POINT (-85.91793201103415 41.65916346554483)
1,POINT (-85.73225655028065 41.4865775221795)
2,POINT (-85.80090655546333 41.542646408143646)
3,POINT (-85.94674279306672 41.60037375895519)
0,POINT (-86.01540198429758 41.547239740990875)
1,POINT (-85.73897729792161 41.54103042060735)
2,POINT (-85.85451872955431 41.444470579106515)
0,POINT (-85.71883107787161 41.44494012025459)
1,POINT (-85.68269379503998 41.67496457586443)
2,POINT (-85.76038839534732 41.7096649599728)
3,POINT (-86.03410215426656 41.70417105858543)
0,POINT (-85.7398610200484 41.708843175773104)
0,POINT (-85.65946532122595 41.6883576035071)
1,POINT (-85.73420485153356 41.74002685532597)
0,POINT (-85.89715947432575 41.471862803389776)
0,POINT (-85.90118020041415 41.492016839743776)
1,POINT (-85.98600136664137 41.67072223819225)
0,POINT (-85.82009800425533 41.750008691383094)
1,POINT (-85.85421484713628 41.74729073368647)
2,POINT (-85.7293361782851 41.68903189714906)
0,POINT (-85.85233415472183 41.46924845359051)
0,POINT (-85.80203552792251 41.55228956803953)
1,POINT (-85.87614159661912 41.70454698810395)
2,POINT (-85.85780048934502 41.70500905487943)
0,POINT (-86.04861952753235 41.62330999045943)
1,POINT (-85.80069808091814 41.550395176404)
2,POINT (-85.91795985377057 41.538675503307694)
3,POINT (-85.901414057436 41.66382391534662)
0,POINT (-86.0227888834129 41.70455809583008)
1,POINT (-85.68813639845266 41.64023624489177)
0,POINT (-85.74733085908262 41.66204169292816)
1,POINT (-85.92083984512605 41.67013897551682)
0,POINT (-85.7472335501937 41.741213971278746)
1,POINT (-85.98580131984485 41.69401063673435)
2,POINT (-85.7985674390166 41.558380881745975)
3,POINT (-85.90706453076331 41.49136424285359)
0,POINT (-85.20979043779018 39.72264053090465)
1,POINT (-85.11406043220782 39.59630765112188)
2,POINT (-85.27594794775466 39.57025728505449)
3,POINT (-85.1722015541541 39.58685361142649)
4,POINT (-85.18575153661233 39.540488896643225)
0,POINT (-85.27395928724837 39.77920679048769)
1,POINT (-85.13587563450234 39.68622876382441)
0,POINT (-85.10642051177074 39.560322810665724)
1,POINT (-85.05103921134673 39.627134248158605)
0,POINT (-85.0450100069498 39.71139996927954)
0,POINT (-85.23192661256142 39.63984490887771)
1,POINT (-85.22574392492032 39.64478052249183)
2,POINT (-85.29549914965409 39.67719269577794)
3,POINT (-85.16694829616783 39.555165474301035)
0,POINT (-85.22583116965653 39.567790198396665)
1,POINT (-85.28066096880157 39.70144625552382)
2,POINT (-85.16953479575227 39.615649664340175)
3,POINT (-85.1122682265694 39.54361582170913)
0,POINT (-85.21745016375324 39.571661960709974)
1,POINT (-85.27110815386992 39.775600071149164)
2,POINT (-85.17836298987994 39.55011464160227)
3,POINT (-85.26277758535292 39.603227575377815)
4,POINT (-85.2430464384275 39.68706481867842)
0,POINT (-85.13882939878691 39.62489235011418)
1,POINT (-85.17373387883255 39.68616824452818)
0,POINT (-85.12946326567956 39.591024237482536)
1,POINT (-85.27232244576555 39.68342335120637)
2,POINT (-85.08318576017916 39.651033233539856)
0,POINT (-85.04382159783195 39.58505542122624)
0,POINT (-85.28345473311485 39.7763132203032)
1,POINT (-85.28527393248504 39.7542112002675)
2,POINT (-85.2790294856634 39.596999904942855)
3,POINT (-85.29905305872926 39.77571891396109)
4,POINT (-85.13091414743357 39.67527323399985)
0,POINT (-85.08431699736894 39.566839259776266)
1,POINT (-85.28255181341405 39.73968341226312)
0,POINT (-85.175068813774 39.63108409639956)
1,POINT (-85.12814314208583 39.59458917119517)
2,POINT (-85.28022069277804 39.78649617521937)
0,POINT (-85.2531347845796 39.752110402980854)
0,POINT (-85.16614632512665 39.65520711273431)
1,POINT (-85.20326233309919 39.53450436161223)
0,POINT (-85.2527206648892 39.748031788452884)
1,POINT (-85.24604205050632 39.64165598294872)
0,POINT (-85.09410054458506 39.52733896428271)
1,POINT (-85.16498014778267 39.63394116012183)
2,POINT (-85.09468074850805 39.63244687000413)
3,POINT (-85.13552667635474 39.645330130600776)
0,POINT (-85.15550344523099 39.70457280907192)
1,POINT (-85.20107602622726 39.752815661261785)
2,POINT (-85.20600473503079 39.67658543117141)
0,POINT (-85.19406426794075 39.77862120143915)
1,POINT (-85.19996563317733 39.70778329262765)
0,POINT (-85.06409732172244 39.61207904697113)
1,POINT (-85.2311792536158 39.708496185485124)
2,POINT (-85.26715525106691 39.72785291986164)
3,POINT (-85.09681669443086 39.641384677487615)
0,POINT (-85.14068591392562 39.55451038760812)
1,POINT (-85.16961935491089 39.56621552717424)
2,POINT (-85.29828218641299 39.721226086605114)
3,POINT (-85.1292436059739 39.713237509378885)
4,POINT (-85.21429421431479 39.69868052345295)
0,POINT (-85.08116254618244 39.68057441370818)
1,POINT (-85.15968058793834 39.694370039591796)
0,POINT (-85.07045952585521 39.69105117443097)
1,POINT (-85.16836155311057 39.70848623731356)
0,POINT (-85.16735439011575 39.70801787040541)
0,POINT (-85.05079417063048 39.55898520703632)
1,POINT (-85.20365156244011 39.71127125930396)
0,POINT (-85.23784710228571 39.71179619503729)
1,POINT (-85.12850031899491 39.7005839507404)
0,POINT (-85.08801213764278 39.531762335279396)
1,POINT (-85.11767214918994 39.529296998381874)
0,POINT (-85.27476891050553 39.77161214652024)
1,POINT (-85.25623886955738 39.72154197326644)
0,POINT (-85.11517350694031 39.54883245138664)
0,POINT (-85.20855516650606 39.695537089576796)
1,POINT (-85.21270746601559 39.67669290112154)
2,POINT (-85.23403343807261 39.65830155358848)
3,POINT (-85.09374363564876 39.587292197114074)
0,POINT (-85.26983915688903 39.558394358751364)
1,POINT (-85.12420938790312 39.670717813432496)
0,POINT (-85.28938458407316 39.65530261672976)
1,POINT (-85.03694515836379 39.6878686633199)
0,POINT (-85.27481137597378 39.75076970136675)
1,POINT (-85.06360716273132 39.5509966378334)
0,POINT (-85.20548777439032 39.533111603732486)
1,POINT (-85.05898399528124 39.600939298506034)
2,POINT (-85.15675079548306 39.55730629942098)
3,POINT (-85.09819869501746 39.532508093632224)
0,POINT (-85.09508429899438 39.66720379428854)
0,POINT (-85.03803428228652 39.546983348612684)
1,POINT (-85.27375791411052 39.576107401946395)
0,POINT (-85.1893030507912 39.55610827662241)
0,POINT (-85.15363468565582 39.55029374221442)
1,POINT (-85.11863517652553 39.62119936922422)
2,POINT (-85.26614282458736 39.54380590567668)
3,POINT (-85.19973037439264 39.72777694210947)
0,POINT (-85.04873985099161 39.58468077445412)
1,POINT (-85.12663792090233 39.61375419557651)
0,POINT (-85.07736426074632 39.62597142601247)
0,POINT (-85.28235292459797 39.57879896052237)
1,POINT (-85.09806789194 39.55068890510273)
2,POINT (-85.1588257274013 39.692744289896964)
3,POINT (-85.18991947320585 39.757028366935316)
0,POINT (-85.26537583853144 39.64336322478301)
1,POINT (-85.09693255497763 39.57973950011237)
0,POINT (-85.04688048149596 39.53926899453558)
0,POINT (-85.29596835482086 39.619877069817946)
0,POINT (-85.23628729844745 39.74296365172719)
0,POINT (-85.27913957648865 39.74564836649956)
1,POINT (-85.16537790571599 39.65496497176145)
2,POINT (-85.2739749630947 39.586294080289015)
0,POINT (-85.13444117589894 39.703001154462044)
1,POINT (-85.16376368523568 39.7035463472485)
2,POINT (-85.27940642838361 39.53703947016102)
3,POINT (-85.12438307224326 39.64239173381288)
0,POINT (-85.28369122772992 39.53870520701119)
1,POINT (-85.25908060345989 39.70852338240386)
2,POINT (-85.07760452483917 39.58692792493964)
3,POINT (-85.11139163725836 39.61260381266832)
4,POINT (-85.13391832407234 39.69694319136237)
0,POINT (-85.29367049955925 39.59771411300764)
1,POINT (-85.24316354003405 39.552162838675464)
2,POINT (-85.06232405403927 39.61706168360834)
3,POINT (-85.17784750413979 39.53808891880118)
4,POINT (-85.27862055255225 39.69751386733659)
0,POINT (-85.1273133868163 39.60142598005806)
1,POINT (-85.08031795186827 39.68210450765653)
2,POINT (-85.21633530058139 39.57158611912819)
0,POINT (-85.11614167253126 39.561902152197824)
1,POINT (-85.29800857989608 39.77033234206328)
2,POINT (-85.25262209232513 39.6718127836687)
3,POINT (-85.24733019203914 39.59475982281787)
4,POINT (-85.18981000048248 39.55106763900484)
0,POINT (-85.09687204519473 39.55033804831316)
1,POINT (-85.04737893994147 39.625128862802676)
2,POINT (-85.22426950078959 39.68863052538915)
0,POINT (-85.22652292095786 39.610728921983196)
0,POINT (-85.07571285885892 39.67286351400834)
0,POINT (-85.78131404813583 38.36988263022602)
1,POINT (-85.87202081147946 38.37806454455525)
0,POINT (-85.90256853145223 38.256357333660375)
0,POINT (-85.89486237011185 38.36702102888618)
1,POINT (-85.90194154159694 38.28459460723035)
0,POINT (-85.98881987862167 38.39724202081305)
1,POINT (-85.88004187770818 38.34670716672847)
0,POINT (-85.82657769501463 38.385930273805904)
